company_id,nama_perusahaan,sektor,wilayah_operasional,tahun_listing
COMP-1316,PT Surya Sejahtera No. 1316,Konsumer Primer,DKI Jakarta,2023
COMP-1317,PT Sumber Sentosa No. 1317,Energi & Pertambangan,DKI Jakarta,2011
COMP-1318,PT Bina Jaya No. 1318,Kesehatan,Kalimantan Timur,2014
COMP-1319,PT Indo Persada No. 1319,Teknologi & Informasi,Kalimantan Timur,2013
COMP-1320,PT Nusantara Makmur No. 1320,Konsumer Primer,Sumatera Utara,2022
COMP-1321,PT Bina Jaya No. 1321,Energi & Pertambangan,Sulawesi Selatan,2022
COMP-1322,PT Citra Jaya No. 1322,Kesehatan,DKI Jakarta,2017
COMP-1323,PT Nusantara Persada No. 1323,Teknologi & Informasi,DKI Jakarta,2016
COMP-1324,PT Artha Karya No. 1324,Keuangan,DKI Jakarta,2015
COMP-1325,PT Sumber Abadi No. 1325,Keuangan,DKI Jakarta,2020
COMP-1326,PT Artha Abadi No. 1326,Keuangan,Jawa Timur,2021
COMP-1327,PT Bina Makmur No. 1327,Konsumer Primer,Sulawesi Selatan,2011
COMP-1328,PT Citra Sejahtera No. 1328,Keuangan,Jawa Barat,2012
COMP-1329,PT Citra Jaya No. 1329,Infrastruktur,Jawa Barat,2019
COMP-1330,PT Indo Jaya No. 1330,Energi & Pertambangan,Sumatera Utara,2018
COMP-1331,PT Surya Tbk No. 1331,Konsumer Primer,Jawa Timur,2022
COMP-1332,PT Artha Sejahtera No. 1332,Kesehatan,DKI Jakarta,2018
COMP-1333,PT Mega Jaya No. 1333,Keuangan,DKI Jakarta,2024
COMP-1334,PT Utama Tbk No. 1334,Energi & Pertambangan,Kalimantan Timur,2014
COMP-1335,PT Surya Makmur No. 1335,Teknologi & Informasi,Kalimantan Timur,2023
COMP-1336,PT Indo Sentosa No. 1336,Keuangan,Sumatera Utara,2012
COMP-1337,PT Sumber Makmur No. 1337,Energi & Pertambangan,DKI Jakarta,2011
COMP-1338,PT Utama Karya No. 1338,Infrastruktur,Sumatera Utara,2017
COMP-1339,PT Citra Makmur No. 1339,Teknologi & Informasi,Jawa Timur,2024
COMP-1340,PT Surya Lestari No. 1340,Infrastruktur,Jawa Barat,2015
COMP-1341,PT Nusantara Energi No. 1341,Kesehatan,DKI Jakarta,2019
COMP-1342,PT Utama Jaya No. 1342,Energi & Pertambangan,Sulawesi Selatan,2020
COMP-1343,PT Mega Sejahtera No. 1343,Infrastruktur,Jawa Timur,2021
COMP-1344,PT Artha Lestari No. 1344,Kesehatan,DKI Jakarta,2016
COMP-1345,PT Sumber Karya No. 1345,Energi & Pertambangan,Sulawesi Selatan,2010
COMP-1346,PT Bina Abadi No. 1346,Energi & Pertambangan,Kalimantan Timur,2010
COMP-1347,PT Nusantara Abadi No. 1347,Infrastruktur,Sumatera Utara,2019
COMP-1348,PT Mega Sejahtera No. 1348,Energi & Pertambangan,Kalimantan Timur,2011
COMP-1349,PT Bumi Sentosa No. 1349,Keuangan,Jawa Barat,2019
COMP-1350,PT Sumber Persada No. 1350,Energi & Pertambangan,Kalimantan Timur,2024
COMP-1351,PT Utama Sejahtera No. 1351,Konsumer Primer,DKI Jakarta,2012
COMP-1352,PT Bina Karya No. 1352,Kesehatan,Sulawesi Selatan,2021
COMP-1353,PT Nusantara Sentosa No. 1353,Energi & Pertambangan,Kalimantan Timur,2010
COMP-1354,PT Bina Sentosa No. 1354,Konsumer Primer,DKI Jakarta,2023
COMP-1355,PT Bumi Persada No. 1355,Energi & Pertambangan,Jawa Barat,2014
COMP-1356,PT Mega Karya No. 1356,Energi & Pertambangan,Sulawesi Selatan,2024
COMP-1357,PT Bina Sentosa No. 1357,Infrastruktur,Kalimantan Timur,2024
COMP-1358,PT Sumber Makmur No. 1358,Keuangan,Sumatera Utara,2012
COMP-1359,PT Sumber Karya No. 1359,Kesehatan,Sumatera Utara,2010
COMP-1360,PT Bina Makmur No. 1360,Keuangan,Sulawesi Selatan,2017
COMP-1361,PT Bina Sejahtera No. 1361,Teknologi & Informasi,Sumatera Utara,2021
COMP-1362,PT Surya Makmur No. 1362,Infrastruktur,Kalimantan Timur,2020
COMP-1363,PT Sumber Karya No. 1363,Infrastruktur,Kalimantan Timur,2015
COMP-1364,PT Indo Sejahtera No. 1364,Keuangan,Sulawesi Selatan,2018
COMP-1365,PT Surya Persada No. 1365,Infrastruktur,Kalimantan Timur,2012
COMP-1366,PT Nusantara Sejahtera No. 1366,Keuangan,DKI Jakarta,2018
COMP-1367,PT Citra Sentosa No. 1367,Infrastruktur,Jawa Barat,2018
COMP-1368,PT Bumi Tbk No. 1368,Energi & Pertambangan,Sumatera Utara,2024
COMP-1369,PT Citra Makmur No. 1369,Keuangan,DKI Jakarta,2021
COMP-1370,PT Indo Tbk No. 1370,Keuangan,Sulawesi Selatan,2024
COMP-1371,PT Utama Lestari No. 1371,Konsumer Primer,Sumatera Utara,2022
COMP-1372,PT Nusantara Sejahtera No. 1372,Infrastruktur,DKI Jakarta,2021
COMP-1373,PT Citra Energi No. 1373,Infrastruktur,Kalimantan Timur,2010
COMP-1374,PT Artha Makmur No. 1374,Keuangan,Sulawesi Selatan,2012
COMP-1375,PT Bumi Karya No. 1375,Energi & Pertambangan,Sulawesi Selatan,2015
COMP-1376,PT Surya Jaya No. 1376,Energi & Pertambangan,Sumatera Utara,2017
COMP-1377,PT Utama Lestari No. 1377,Kesehatan,Kalimantan Timur,2013
COMP-1378,PT Bina Sentosa No. 1378,Energi & Pertambangan,Sumatera Utara,2014
COMP-1379,PT Nusantara Jaya No. 1379,Infrastruktur,Jawa Timur,2018
COMP-1380,PT Utama Abadi No. 1380,Konsumer Primer,DKI Jakarta,2015
COMP-1381,PT Citra Sentosa No. 1381,Keuangan,Jawa Timur,2021
COMP-1382,PT Indo Tbk No. 1382,Teknologi & Informasi,DKI Jakarta,2016
COMP-1383,PT Sumber Sejahtera No. 1383,Konsumer Primer,Jawa Barat,2016
COMP-1384,PT Citra Tbk No. 1384,Teknologi & Informasi,Sulawesi Selatan,2013
COMP-1385,PT Mega Sejahtera No. 1385,Konsumer Primer,Sumatera Utara,2013
COMP-1386,PT Artha Sentosa No. 1386,Energi & Pertambangan,Jawa Barat,2013
COMP-1387,PT Nusantara Abadi No. 1387,Infrastruktur,Jawa Barat,2023
COMP-1388,PT Bina Karya No. 1388,Teknologi & Informasi,Sulawesi Selatan,2024
COMP-1389,PT Bumi Karya No. 1389,Konsumer Primer,Sulawesi Selatan,2020
COMP-1390,PT Nusantara Lestari No. 1390,Infrastruktur,DKI Jakarta,2014
COMP-1391,PT Utama Makmur No. 1391,Teknologi & Informasi,Jawa Timur,2014
COMP-1392,PT Surya Lestari No. 1392,Keuangan,Kalimantan Timur,2017
COMP-1393,PT Artha Sejahtera No. 1393,Konsumer Primer,DKI Jakarta,2018
COMP-1394,PT Surya Karya No. 1394,Keuangan,Kalimantan Timur,2011
COMP-1395,PT Citra Sentosa No. 1395,Energi & Pertambangan,Jawa Barat,2020
COMP-1396,PT Nusantara Tbk No. 1396,Keuangan,Kalimantan Timur,2016
COMP-1397,PT Surya Jaya No. 1397,Keuangan,Jawa Timur,2010
COMP-1398,PT Indo Lestari No. 1398,Kesehatan,DKI Jakarta,2010
COMP-1399,PT Utama Lestari No. 1399,Konsumer Primer,Sulawesi Selatan,2013
COMP-1400,PT Bina Karya No. 1400,Energi & Pertambangan,Jawa Timur,2019
COMP-1401,PT Citra Karya No. 1401,Keuangan,Jawa Timur,2016
COMP-1402,PT Indo Karya No. 1402,Infrastruktur,DKI Jakarta,2011
COMP-1403,PT Bina Sentosa No. 1403,Teknologi & Informasi,Sulawesi Selatan,2020
COMP-1404,PT Utama Tbk No. 1404,Keuangan,Jawa Timur,2011
COMP-1405,PT Utama Tbk No. 1405,Energi & Pertambangan,Sulawesi Selatan,2010
COMP-1406,PT Citra Sentosa No. 1406,Keuangan,Sumatera Utara,2019
COMP-1407,PT Surya Lestari No. 1407,Teknologi & Informasi,Sumatera Utara,2011
COMP-1408,PT Mega Sentosa No. 1408,Energi & Pertambangan,Sumatera Utara,2022
COMP-1409,PT Surya Energi No. 1409,Konsumer Primer,Kalimantan Timur,2024
COMP-1410,PT Bina Energi No. 1410,Energi & Pertambangan,Jawa Timur,2016
COMP-1411,PT Surya Sentosa No. 1411,Konsumer Primer,DKI Jakarta,2018
COMP-1412,PT Bina Sejahtera No. 1412,Energi & Pertambangan,DKI Jakarta,2015
COMP-1413,PT Citra Tbk No. 1413,Teknologi & Informasi,Kalimantan Timur,2019
COMP-1414,PT Bina Sentosa No. 1414,Teknologi & Informasi,DKI Jakarta,2011
COMP-1415,PT Artha Jaya No. 1415,Energi & Pertambangan,Sumatera Utara,2021
COMP-1416,PT Bumi Tbk No. 1416,Keuangan,Jawa Timur,2024
COMP-1417,PT Sumber Tbk No. 1417,Teknologi & Informasi,DKI Jakarta,2019
COMP-1418,PT Surya Abadi No. 1418,Konsumer Primer,DKI Jakarta,2024
COMP-1419,PT Nusantara Karya No. 1419,Konsumer Primer,Jawa Barat,2019
COMP-1420,PT Bumi Sejahtera No. 1420,Infrastruktur,Jawa Barat,2022
COMP-1421,PT Mega Sejahtera No. 1421,Kesehatan,Jawa Barat,2018
COMP-1422,PT Artha Sejahtera No. 1422,Kesehatan,Jawa Timur,2016
COMP-1423,PT Citra Energi No. 1423,Kesehatan,Sumatera Utara,2020
COMP-1424,PT Mega Tbk No. 1424,Konsumer Primer,Sulawesi Selatan,2010
COMP-1425,PT Bina Sentosa No. 1425,Infrastruktur,Sumatera Utara,2021
COMP-1426,PT Citra Energi No. 1426,Kesehatan,Sumatera Utara,2018
COMP-1427,PT Bumi Jaya No. 1427,Kesehatan,Jawa Timur,2011
COMP-1428,PT Nusantara Jaya No. 1428,Energi & Pertambangan,Jawa Timur,2013
COMP-1429,PT Utama Jaya No. 1429,Energi & Pertambangan,Jawa Barat,2018
COMP-1430,PT Sumber Tbk No. 1430,Energi & Pertambangan,DKI Jakarta,2013
COMP-1431,PT Citra Persada No. 1431,Keuangan,Kalimantan Timur,2012
COMP-1432,PT Artha Lestari No. 1432,Kesehatan,Kalimantan Timur,2010
COMP-1433,PT Surya Sejahtera No. 1433,Keuangan,Sulawesi Selatan,2016
COMP-1434,PT Citra Lestari No. 1434,Infrastruktur,DKI Jakarta,2024
COMP-1435,PT Artha Tbk No. 1435,Konsumer Primer,Sulawesi Selatan,2015
COMP-1436,PT Citra Sentosa No. 1436,Kesehatan,Jawa Barat,2019
COMP-1437,PT Utama Abadi No. 1437,Konsumer Primer,Sulawesi Selatan,2013
COMP-1438,PT Artha Lestari No. 1438,Energi & Pertambangan,DKI Jakarta,2015
COMP-1439,PT Citra Lestari No. 1439,Kesehatan,DKI Jakarta,2015
COMP-1440,PT Bumi Jaya No. 1440,Teknologi & Informasi,Kalimantan Timur,2022
COMP-1441,PT Bumi Abadi No. 1441,Keuangan,Jawa Barat,2013
COMP-1442,PT Bina Energi No. 1442,Keuangan,Jawa Timur,2023
COMP-1443,PT Surya Abadi No. 1443,Kesehatan,Sulawesi Selatan,2022
COMP-1444,PT Sumber Lestari No. 1444,Energi & Pertambangan,Kalimantan Timur,2015
COMP-1445,PT Sumber Tbk No. 1445,Keuangan,Sulawesi Selatan,2019
COMP-1446,PT Bumi Energi No. 1446,Energi & Pertambangan,Sulawesi Selatan,2020
COMP-1447,PT Sumber Persada No. 1447,Infrastruktur,Jawa Timur,2017
COMP-1448,PT Surya Karya No. 1448,Konsumer Primer,Jawa Barat,2022
COMP-1449,PT Indo Energi No. 1449,Teknologi & Informasi,DKI Jakarta,2012
COMP-1450,PT Bina Energi No. 1450,Konsumer Primer,Sumatera Utara,2013
COMP-1451,PT Citra Jaya No. 1451,Konsumer Primer,Sulawesi Selatan,2019
COMP-1452,PT Citra Sentosa No. 1452,Infrastruktur,Sumatera Utara,2022
COMP-1453,PT Surya Energi No. 1453,Keuangan,Jawa Barat,2021
COMP-1454,PT Sumber Energi No. 1454,Teknologi & Informasi,Sumatera Utara,2023
COMP-1455,PT Nusantara Jaya No. 1455,Keuangan,Sulawesi Selatan,2024
COMP-1456,PT Artha Energi No. 1456,Kesehatan,Jawa Timur,2010
COMP-1457,PT Indo Abadi No. 1457,Konsumer Primer,Sumatera Utara,2013
COMP-1458,PT Mega Sejahtera No. 1458,Kesehatan,Jawa Barat,2020
COMP-1459,PT Nusantara Persada No. 1459,Energi & Pertambangan,Jawa Barat,2019
COMP-1460,PT Sumber Tbk No. 1460,Konsumer Primer,Jawa Timur,2019
COMP-1461,PT Bina Jaya No. 1461,Keuangan,Sumatera Utara,2021
COMP-1462,PT Mega Energi No. 1462,Konsumer Primer,Sumatera Utara,2023
COMP-1463,PT Bina Energi No. 1463,Energi & Pertambangan,DKI Jakarta,2018
COMP-1464,PT Surya Sejahtera No. 1464,Infrastruktur,Kalimantan Timur,2017
COMP-1465,PT Citra Abadi No. 1465,Kesehatan,Jawa Barat,2020
COMP-1466,PT Utama Tbk No. 1466,Kesehatan,DKI Jakarta,2013
COMP-1467,PT Utama Karya No. 1467,Keuangan,Jawa Barat,2021
COMP-1468,PT Nusantara Jaya No. 1468,Konsumer Primer,DKI Jakarta,2016
COMP-1469,PT Citra Jaya No. 1469,Keuangan,Kalimantan Timur,2019
COMP-1470,PT Surya Sejahtera No. 1470,Infrastruktur,DKI Jakarta,2012
COMP-1471,PT Nusantara Persada No. 1471,Konsumer Primer,Jawa Barat,2018
COMP-1472,PT Utama Persada No. 1472,Konsumer Primer,Sumatera Utara,2019
COMP-1473,PT Mega Jaya No. 1473,Keuangan,Jawa Barat,2013
COMP-1474,PT Bina Abadi No. 1474,Keuangan,Sulawesi Selatan,2011
COMP-1475,PT Utama Energi No. 1475,Energi & Pertambangan,Jawa Timur,2019
COMP-1476,PT Artha Makmur No. 1476,Infrastruktur,Jawa Timur,2014
COMP-1477,PT Bumi Makmur No. 1477,Energi & Pertambangan,Sulawesi Selatan,2011
COMP-1478,PT Artha Energi No. 1478,Kesehatan,Jawa Timur,2023
COMP-1479,PT Artha Makmur No. 1479,Konsumer Primer,Jawa Timur,2019
COMP-1480,PT Mega Karya No. 1480,Keuangan,Kalimantan Timur,2015
COMP-1481,PT Surya Sentosa No. 1481,Konsumer Primer,Sumatera Utara,2020
COMP-1482,PT Nusantara Energi No. 1482,Konsumer Primer,Sumatera Utara,2019
COMP-1483,PT Indo Karya No. 1483,Teknologi & Informasi,Jawa Barat,2010
COMP-1484,PT Bina Abadi No. 1484,Kesehatan,Sulawesi Selatan,2023
COMP-1485,PT Bumi Tbk No. 1485,Teknologi & Informasi,DKI Jakarta,2015
COMP-1486,PT Indo Makmur No. 1486,Konsumer Primer,Jawa Barat,2013
COMP-1487,PT Citra Persada No. 1487,Keuangan,Jawa Barat,2012
COMP-1488,PT Bumi Karya No. 1488,Konsumer Primer,Jawa Barat,2011
COMP-1489,PT Sumber Tbk No. 1489,Kesehatan,Jawa Barat,2016
COMP-1490,PT Bina Abadi No. 1490,Teknologi & Informasi,Sumatera Utara,2018
COMP-1491,PT Citra Sentosa No. 1491,Keuangan,DKI Jakarta,2021
COMP-1492,PT Sumber Sejahtera No. 1492,Konsumer Primer,Jawa Barat,2012
COMP-1493,PT Bumi Lestari No. 1493,Infrastruktur,Sumatera Utara,2015
COMP-1494,PT Citra Jaya No. 1494,Kesehatan,Jawa Barat,2018
COMP-1495,PT Bumi Energi No. 1495,Kesehatan,Jawa Timur,2011
COMP-1496,PT Bina Karya No. 1496,Infrastruktur,Jawa Barat,2016
COMP-1497,PT Nusantara Abadi No. 1497,Konsumer Primer,Sulawesi Selatan,2014
COMP-1498,PT Indo Sejahtera No. 1498,Kesehatan,Sulawesi Selatan,2014
COMP-1499,PT Mega Energi No. 1499,Keuangan,Jawa Barat,2020
COMP-1500,PT Bina Abadi No. 1500,Konsumer Primer,Kalimantan Timur,2016
COMP-1501,PT Surya Tbk No. 1501,Konsumer Primer,Jawa Timur,2018
COMP-1502,PT Sumber Sejahtera No. 1502,Teknologi & Informasi,DKI Jakarta,2013
COMP-1503,PT Sumber Makmur No. 1503,Kesehatan,Jawa Barat,2018
COMP-1504,PT Artha Karya No. 1504,Kesehatan,DKI Jakarta,2024
COMP-1505,PT Utama Tbk No. 1505,Infrastruktur,Jawa Timur,2023
COMP-1506,PT Mega Lestari No. 1506,Teknologi & Informasi,Jawa Barat,2022
COMP-1507,PT Indo Makmur No. 1507,Teknologi & Informasi,Kalimantan Timur,2020
COMP-1508,PT Citra Karya No. 1508,Kesehatan,Sumatera Utara,2019
COMP-1509,PT Bina Abadi No. 1509,Konsumer Primer,Kalimantan Timur,2018
COMP-1510,PT Surya Persada No. 1510,Teknologi & Informasi,Kalimantan Timur,2022
COMP-1511,PT Bina Lestari No. 1511,Infrastruktur,Sumatera Utara,2013
COMP-1512,PT Artha Energi No. 1512,Teknologi & Informasi,Sumatera Utara,2012
COMP-1513,PT Surya Abadi No. 1513,Infrastruktur,Sulawesi Selatan,2011
COMP-1514,PT Bumi Jaya No. 1514,Teknologi & Informasi,Sumatera Utara,2018
COMP-1515,PT Mega Abadi No. 1515,Infrastruktur,Jawa Barat,2021
COMP-1516,PT Artha Sejahtera No. 1516,Teknologi & Informasi,DKI Jakarta,2011
COMP-1517,PT Surya Energi No. 1517,Teknologi & Informasi,Sulawesi Selatan,2015
COMP-1518,PT Nusantara Sentosa No. 1518,Keuangan,Sulawesi Selatan,2014
COMP-1519,PT Citra Persada No. 1519,Infrastruktur,DKI Jakarta,2023
COMP-1520,PT Bumi Karya No. 1520,Infrastruktur,Sulawesi Selatan,2014
COMP-1521,PT Nusantara Energi No. 1521,Infrastruktur,Sumatera Utara,2013
COMP-1522,PT Sumber Sejahtera No. 1522,Energi & Pertambangan,Kalimantan Timur,2015
COMP-1523,PT Surya Makmur No. 1523,Teknologi & Informasi,Jawa Timur,2014
COMP-1524,PT Artha Jaya No. 1524,Infrastruktur,Sumatera Utara,2020
COMP-1525,PT Sumber Energi No. 1525,Kesehatan,Kalimantan Timur,2013
COMP-1526,PT Artha Energi No. 1526,Energi & Pertambangan,Kalimantan Timur,2022
COMP-1527,PT Bumi Sejahtera No. 1527,Keuangan,Sulawesi Selatan,2018
COMP-1528,PT Surya Jaya No. 1528,Infrastruktur,Jawa Barat,2022
COMP-1529,PT Citra Sentosa No. 1529,Infrastruktur,Jawa Barat,2015
COMP-1530,PT Indo Lestari No. 1530,Energi & Pertambangan,Sulawesi Selatan,2020
COMP-1531,PT Indo Karya No. 1531,Teknologi & Informasi,Sulawesi Selatan,2019
COMP-1532,PT Bumi Lestari No. 1532,Kesehatan,DKI Jakarta,2019
COMP-1533,PT Mega Persada No. 1533,Keuangan,DKI Jakarta,2022
COMP-1534,PT Mega Persada No. 1534,Infrastruktur,Jawa Timur,2019
COMP-1535,PT Mega Persada No. 1535,Teknologi & Informasi,Jawa Timur,2022
COMP-1536,PT Mega Karya No. 1536,Kesehatan,Jawa Timur,2012
COMP-1537,PT Utama Lestari No. 1537,Kesehatan,Jawa Timur,2019
COMP-1538,PT Artha Makmur No. 1538,Keuangan,Kalimantan Timur,2015
COMP-1539,PT Bina Energi No. 1539,Konsumer Primer,Kalimantan Timur,2023
COMP-1540,PT Artha Energi No. 1540,Kesehatan,DKI Jakarta,2010
COMP-1541,PT Sumber Sentosa No. 1541,Konsumer Primer,Jawa Barat,2014
COMP-1542,PT Mega Sejahtera No. 1542,Kesehatan,Sulawesi Selatan,2019
COMP-1543,PT Bina Energi No. 1543,Keuangan,Jawa Barat,2015
COMP-1544,PT Bumi Lestari No. 1544,Energi & Pertambangan,Sumatera Utara,2024
COMP-1545,PT Mega Abadi No. 1545,Keuangan,Kalimantan Timur,2020
COMP-1546,PT Citra Karya No. 1546,Keuangan,Jawa Timur,2017
COMP-1547,PT Indo Makmur No. 1547,Energi & Pertambangan,Jawa Timur,2020
COMP-1548,PT Citra Persada No. 1548,Energi & Pertambangan,Sumatera Utara,2024
COMP-1549,PT Nusantara Sejahtera No. 1549,Teknologi & Informasi,Jawa Barat,2024
COMP-1550,PT Mega Abadi No. 1550,Kesehatan,Jawa Timur,2018
COMP-1551,PT Artha Karya No. 1551,Teknologi & Informasi,Jawa Barat,2020
COMP-1552,PT Nusantara Jaya No. 1552,Energi & Pertambangan,Sulawesi Selatan,2012
COMP-1553,PT Citra Makmur No. 1553,Konsumer Primer,Sumatera Utara,2011
COMP-1554,PT Artha Karya No. 1554,Konsumer Primer,Jawa Barat,2022
COMP-1555,PT Nusantara Karya No. 1555,Keuangan,Sulawesi Selatan,2013
COMP-1556,PT Bumi Jaya No. 1556,Infrastruktur,Jawa Barat,2017
COMP-1557,PT Sumber Tbk No. 1557,Keuangan,Jawa Barat,2020
COMP-1558,PT Surya Persada No. 1558,Keuangan,Jawa Timur,2017
COMP-1559,PT Citra Sejahtera No. 1559,Infrastruktur,DKI Jakarta,2012
COMP-1560,PT Utama Sejahtera No. 1560,Kesehatan,Kalimantan Timur,2013
COMP-1561,PT Surya Sejahtera No. 1561,Energi & Pertambangan,Jawa Barat,2012
COMP-1562,PT Nusantara Sejahtera No. 1562,Konsumer Primer,Jawa Barat,2019
COMP-1563,PT Artha Lestari No. 1563,Keuangan,Jawa Barat,2011
COMP-1564,PT Citra Sejahtera No. 1564,Infrastruktur,DKI Jakarta,2013
COMP-1565,PT Bumi Lestari No. 1565,Teknologi & Informasi,Sulawesi Selatan,2015
COMP-1566,PT Sumber Sejahtera No. 1566,Keuangan,Sumatera Utara,2020
COMP-1567,PT Sumber Abadi No. 1567,Konsumer Primer,Jawa Timur,2023
COMP-1568,PT Mega Energi No. 1568,Energi & Pertambangan,DKI Jakarta,2020
COMP-1569,PT Surya Sentosa No. 1569,Keuangan,Sulawesi Selatan,2014
COMP-1570,PT Bina Persada No. 1570,Keuangan,Jawa Barat,2012
COMP-1571,PT Sumber Energi No. 1571,Kesehatan,Sulawesi Selatan,2011
COMP-1572,PT Citra Karya No. 1572,Infrastruktur,DKI Jakarta,2018
COMP-1573,PT Indo Sentosa No. 1573,Teknologi & Informasi,DKI Jakarta,2024
COMP-1574,PT Sumber Abadi No. 1574,Teknologi & Informasi,DKI Jakarta,2010
COMP-1575,PT Indo Sentosa No. 1575,Energi & Pertambangan,Sumatera Utara,2018
COMP-1576,PT Sumber Energi No. 1576,Konsumer Primer,Kalimantan Timur,2010
COMP-1577,PT Surya Abadi No. 1577,Energi & Pertambangan,Jawa Timur,2024
COMP-1578,PT Bina Karya No. 1578,Keuangan,Sumatera Utara,2023
COMP-1579,PT Bumi Energi No. 1579,Keuangan,Sumatera Utara,2016
COMP-1580,PT Citra Sejahtera No. 1580,Teknologi & Informasi,Kalimantan Timur,2015
COMP-1581,PT Bumi Karya No. 1581,Konsumer Primer,Sumatera Utara,2016
COMP-1582,PT Artha Abadi No. 1582,Infrastruktur,DKI Jakarta,2024
COMP-1583,PT Citra Tbk No. 1583,Konsumer Primer,DKI Jakarta,2012
COMP-1584,PT Surya Sentosa No. 1584,Keuangan,Sulawesi Selatan,2023
COMP-1585,PT Nusantara Energi No. 1585,Infrastruktur,Jawa Barat,2012
COMP-1586,PT Nusantara Energi No. 1586,Konsumer Primer,Sumatera Utara,2022
COMP-1587,PT Surya Karya No. 1587,Konsumer Primer,Jawa Barat,2020
COMP-1588,PT Sumber Karya No. 1588,Infrastruktur,Jawa Timur,2010
COMP-1589,PT Mega Abadi No. 1589,Keuangan,DKI Jakarta,2013
COMP-1590,PT Bumi Lestari No. 1590,Konsumer Primer,Sulawesi Selatan,2021
COMP-1591,PT Sumber Karya No. 1591,Infrastruktur,Jawa Timur,2011
COMP-1592,PT Sumber Persada No. 1592,Kesehatan,Sulawesi Selatan,2019
COMP-1593,PT Indo Sejahtera No. 1593,Kesehatan,Kalimantan Timur,2017
COMP-1594,PT Bumi Tbk No. 1594,Keuangan,DKI Jakarta,2012
COMP-1595,PT Surya Karya No. 1595,Infrastruktur,Jawa Timur,2016
COMP-1596,PT Surya Tbk No. 1596,Kesehatan,Kalimantan Timur,2016
COMP-1597,PT Citra Karya No. 1597,Infrastruktur,Jawa Timur,2021
COMP-1598,PT Bumi Jaya No. 1598,Konsumer Primer,Sulawesi Selatan,2018
COMP-1599,PT Indo Energi No. 1599,Keuangan,Kalimantan Timur,2015
COMP-1600,PT Surya Abadi No. 1600,Kesehatan,Kalimantan Timur,2010
COMP-1601,PT Utama Karya No. 1601,Konsumer Primer,DKI Jakarta,2017
COMP-1602,PT Nusantara Sentosa No. 1602,Energi & Pertambangan,Jawa Barat,2010
COMP-1603,PT Bina Sejahtera No. 1603,Energi & Pertambangan,Sulawesi Selatan,2012
COMP-1604,PT Nusantara Sejahtera No. 1604,Keuangan,Sulawesi Selatan,2020
COMP-1605,PT Surya Jaya No. 1605,Kesehatan,Kalimantan Timur,2014
COMP-1606,PT Mega Tbk No. 1606,Kesehatan,Kalimantan Timur,2017
COMP-1607,PT Nusantara Sentosa No. 1607,Kesehatan,DKI Jakarta,2018
COMP-1608,PT Citra Makmur No. 1608,Infrastruktur,Jawa Barat,2024
COMP-1609,PT Surya Abadi No. 1609,Konsumer Primer,Sulawesi Selatan,2016
COMP-1610,PT Bina Makmur No. 1610,Kesehatan,Sumatera Utara,2018
COMP-1611,PT Artha Lestari No. 1611,Konsumer Primer,Sumatera Utara,2020
COMP-1612,PT Citra Jaya No. 1612,Keuangan,Jawa Barat,2012
COMP-1613,PT Citra Makmur No. 1613,Kesehatan,Jawa Timur,2022
COMP-1614,PT Citra Lestari No. 1614,Keuangan,DKI Jakarta,2014
COMP-1615,PT Bumi Jaya No. 1615,Kesehatan,Jawa Barat,2019
COMP-1616,PT Nusantara Abadi No. 1616,Energi & Pertambangan,Sumatera Utara,2017
COMP-1617,PT Bumi Persada No. 1617,Teknologi & Informasi,Kalimantan Timur,2021
COMP-1618,PT Sumber Makmur No. 1618,Keuangan,Sumatera Utara,2010
COMP-1619,PT Bumi Persada No. 1619,Kesehatan,Kalimantan Timur,2017
COMP-1620,PT Surya Makmur No. 1620,Teknologi & Informasi,DKI Jakarta,2016
COMP-1621,PT Utama Karya No. 1621,Keuangan,Kalimantan Timur,2010
COMP-1622,PT Surya Abadi No. 1622,Infrastruktur,Jawa Barat,2022
COMP-1623,PT Surya Abadi No. 1623,Kesehatan,Kalimantan Timur,2022
COMP-1624,PT Sumber Abadi No. 1624,Infrastruktur,Jawa Timur,2019
COMP-1625,PT Mega Abadi No. 1625,Energi & Pertambangan,Jawa Barat,2021
COMP-1626,PT Nusantara Energi No. 1626,Kesehatan,DKI Jakarta,2019
COMP-1627,PT Bina Sejahtera No. 1627,Energi & Pertambangan,Jawa Barat,2024
COMP-1628,PT Mega Karya No. 1628,Teknologi & Informasi,Jawa Timur,2021
COMP-1629,PT Mega Karya No. 1629,Keuangan,DKI Jakarta,2015
COMP-1630,PT Bina Tbk No. 1630,Konsumer Primer,Sumatera Utara,2010
COMP-1631,PT Sumber Energi No. 1631,Energi & Pertambangan,Jawa Timur,2011
COMP-1632,PT Utama Abadi No. 1632,Konsumer Primer,DKI Jakarta,2014
COMP-1633,PT Indo Persada No. 1633,Konsumer Primer,Kalimantan Timur,2011
COMP-1634,PT Artha Jaya No. 1634,Keuangan,Jawa Barat,2023
COMP-1635,PT Sumber Sentosa No. 1635,Teknologi & Informasi,DKI Jakarta,2019
COMP-1636,PT Artha Makmur No. 1636,Keuangan,Jawa Barat,2010
COMP-1637,PT Bumi Sentosa No. 1637,Kesehatan,Kalimantan Timur,2015
COMP-1638,PT Mega Jaya No. 1638,Energi & Pertambangan,DKI Jakarta,2017
COMP-1639,PT Sumber Sentosa No. 1639,Konsumer Primer,Sumatera Utara,2017
