fact_score_id,company_id,tahun_evaluasi,skor_environmental,skor_social,skor_governance,total_skor_esg,peringkat_esg
FSC-1874,COMP-0103,2025,88,99,97,94.67,AAA
FSC-1875,COMP-1084,2024,54,75,88,72.33,A
FSC-1876,COMP-1110,2024,57,97,78,77.33,A
FSC-1877,COMP-0767,2026,66,78,94,79.33,A
FSC-1878,COMP-0372,2026,50,98,86,78.0,A
FSC-1879,COMP-0679,2026,99,95,90,94.67,AAA
FSC-1880,COMP-1994,2025,61,83,62,68.67,BBB
FSC-1881,COMP-0202,2026,84,93,94,90.33,AAA
FSC-1882,COMP-1626,2023,63,60,83,68.67,BBB
FSC-1883,COMP-0089,2025,97,68,66,77.0,A
FSC-1884,COMP-2485,2025,67,68,94,76.33,A
FSC-1885,COMP-2168,2026,59,91,80,76.67,A
FSC-1886,COMP-2204,2026,64,78,60,67.33,BBB
FSC-1887,COMP-1997,2025,91,67,65,74.33,A
FSC-1888,COMP-0399,2024,82,55,98,78.33,A
FSC-1889,COMP-1724,2024,68,66,93,75.67,A
FSC-1890,COMP-0188,2026,83,96,77,85.33,AA
FSC-1891,COMP-1076,2024,94,78,84,85.33,AA
FSC-1892,COMP-0652,2023,74,91,74,79.67,A
FSC-1893,COMP-1555,2023,65,74,91,76.67,A
FSC-1894,COMP-1504,2023,57,60,77,64.67,BBB
FSC-1895,COMP-0587,2025,84,66,90,80.0,AA
FSC-1896,COMP-0230,2025,70,75,88,77.67,A
FSC-1897,COMP-1154,2025,68,57,74,66.33,BBB
FSC-1898,COMP-0055,2025,95,81,82,86.0,AA
FSC-1899,COMP-0271,2025,60,90,97,82.33,AA
FSC-1900,COMP-1124,2026,93,71,70,78.0,A
FSC-1901,COMP-0970,2024,60,69,74,67.67,BBB
FSC-1902,COMP-1553,2026,60,93,82,78.33,A
FSC-1903,COMP-1378,2024,71,58,62,63.67,BBB
FSC-1904,COMP-1176,2026,70,71,78,73.0,A
FSC-1905,COMP-2378,2023,76,92,60,76.0,A
FSC-1906,COMP-0116,2022,67,65,83,71.67,A
FSC-1907,COMP-0323,2025,91,66,70,75.67,A
FSC-1908,COMP-1596,2022,97,86,89,90.67,AAA
FSC-1909,COMP-2277,2022,89,81,70,80.0,AA
FSC-1910,COMP-0360,2023,87,98,98,94.33,AAA
FSC-1911,COMP-0028,2022,79,97,60,78.67,A
FSC-1912,COMP-1255,2022,94,81,71,82.0,AA
FSC-1913,COMP-1419,2023,96,94,63,84.33,AA
FSC-1914,COMP-1736,2024,94,98,84,92.0,AAA
FSC-1915,COMP-1868,2026,82,83,67,77.33,A
FSC-1916,COMP-1295,2022,70,63,74,69.0,BBB
FSC-1917,COMP-1875,2025,51,97,89,79.0,A
FSC-1918,COMP-2076,2023,62,57,99,72.67,A
FSC-1919,COMP-1543,2022,51,93,91,78.33,A
FSC-1920,COMP-0744,2024,92,83,94,89.67,AA
FSC-1921,COMP-1112,2024,94,75,80,83.0,AA
FSC-1922,COMP-1722,2025,80,89,90,86.33,AA
FSC-1923,COMP-1779,2022,59,64,95,72.67,A
FSC-1924,COMP-0580,2025,72,77,86,78.33,A
FSC-1925,COMP-2499,2024,71,93,67,77.0,A
FSC-1926,COMP-0433,2024,96,79,82,85.67,AA
FSC-1927,COMP-0374,2026,78,78,82,79.33,A
FSC-1928,COMP-2483,2024,82,74,92,82.67,AA
FSC-1929,COMP-1211,2023,80,69,72,73.67,A
FSC-1930,COMP-1775,2026,63,75,98,78.67,A
FSC-1931,COMP-2042,2025,59,96,94,83.0,AA
FSC-1932,COMP-2266,2024,67,66,75,69.33,BBB
FSC-1933,COMP-1132,2023,60,72,71,67.67,BBB
FSC-1934,COMP-1843,2026,88,77,90,85.0,AA
FSC-1935,COMP-1574,2023,96,95,64,85.0,AA
FSC-1936,COMP-1931,2026,52,83,99,78.0,A
FSC-1937,COMP-0948,2026,51,95,84,76.67,A
FSC-1938,COMP-0349,2026,57,90,80,75.67,A
FSC-1939,COMP-0788,2025,80,59,62,67.0,BBB
FSC-1940,COMP-1546,2026,57,93,69,73.0,A
FSC-1941,COMP-0026,2026,92,80,82,84.67,AA
FSC-1942,COMP-1072,2023,97,93,76,88.67,AA
FSC-1943,COMP-0859,2026,51,65,94,70.0,A
FSC-1944,COMP-0370,2025,71,96,84,83.67,AA
FSC-1945,COMP-1636,2023,54,65,61,60.0,BBB
FSC-1946,COMP-1211,2026,56,72,86,71.33,A
FSC-1947,COMP-1548,2023,69,66,68,67.67,BBB
FSC-1948,COMP-0884,2025,77,70,63,70.0,A
FSC-1949,COMP-1915,2023,62,81,85,76.0,A
FSC-1950,COMP-0279,2025,51,90,91,77.33,A
FSC-1951,COMP-2389,2024,81,71,88,80.0,AA
FSC-1952,COMP-1352,2026,75,75,81,77.0,A
FSC-1953,COMP-1703,2025,52,91,72,71.67,A
FSC-1954,COMP-1658,2026,90,85,82,85.67,AA
FSC-1955,COMP-1929,2025,91,99,90,93.33,AAA
FSC-1956,COMP-0607,2022,62,89,95,82.0,AA
FSC-1957,COMP-1049,2022,70,81,99,83.33,AA
FSC-1958,COMP-2474,2022,94,77,90,87.0,AA
FSC-1959,COMP-0029,2025,86,86,74,82.0,AA
FSC-1960,COMP-0956,2026,72,71,73,72.0,A
FSC-1961,COMP-0323,2022,56,65,94,71.67,A
FSC-1962,COMP-1877,2026,66,55,83,68.0,BBB
FSC-1963,COMP-2361,2025,77,82,89,82.67,AA
FSC-1964,COMP-0584,2026,96,72,89,85.67,AA
FSC-1965,COMP-1294,2026,79,95,86,86.67,AA
FSC-1966,COMP-2343,2022,54,74,99,75.67,A
FSC-1967,COMP-0656,2023,73,61,73,69.0,BBB
FSC-1968,COMP-0786,2024,56,91,70,72.33,A
FSC-1969,COMP-0223,2025,83,70,85,79.33,A
FSC-1970,COMP-2123,2025,99,93,80,90.67,AAA
FSC-1971,COMP-2150,2025,91,99,68,86.0,AA
FSC-1972,COMP-2221,2024,82,99,60,80.33,AA
FSC-1973,COMP-1028,2023,76,77,65,72.67,A
FSC-1974,COMP-1684,2026,63,86,60,69.67,BBB
FSC-1975,COMP-2443,2025,68,71,81,73.33,A
FSC-1976,COMP-1650,2026,97,73,72,80.67,AA
FSC-1977,COMP-0833,2022,87,96,97,93.33,AAA
FSC-1978,COMP-1004,2022,61,88,99,82.67,AA
FSC-1979,COMP-0167,2022,52,68,90,70.0,A
FSC-1980,COMP-2348,2025,56,57,74,62.33,BBB
FSC-1981,COMP-2017,2024,84,93,61,79.33,A
FSC-1982,COMP-0118,2025,74,79,90,81.0,AA
FSC-1983,COMP-1810,2022,98,65,85,82.67,AA
FSC-1984,COMP-2207,2022,64,69,61,64.67,BBB
FSC-1985,COMP-1408,2025,68,73,70,70.33,A
FSC-1986,COMP-1251,2024,68,97,92,85.67,AA
FSC-1987,COMP-0463,2024,72,69,77,72.67,A
FSC-1988,COMP-1734,2026,60,69,80,69.67,BBB
FSC-1989,COMP-1672,2023,70,92,90,84.0,AA
FSC-1990,COMP-2152,2022,83,69,85,79.0,A
FSC-1991,COMP-0982,2024,88,63,89,80.0,AA
FSC-1992,COMP-2298,2022,56,59,98,71.0,A
FSC-1993,COMP-1037,2023,91,73,80,81.33,AA
FSC-1994,COMP-1880,2022,93,78,75,82.0,AA
FSC-1995,COMP-0597,2024,76,83,66,75.0,A
FSC-1996,COMP-0621,2026,99,59,81,79.67,A
FSC-1997,COMP-1412,2025,72,76,66,71.33,A
FSC-1998,COMP-0071,2025,87,67,61,71.67,A
FSC-1999,COMP-0956,2024,69,83,96,82.67,AA
FSC-2000,COMP-1804,2024,76,70,73,73.0,A
FSC-2001,COMP-0438,2023,57,90,67,71.33,A
FSC-2002,COMP-1068,2022,86,71,88,81.67,AA
FSC-2003,COMP-1926,2023,52,74,66,64.0,BBB
FSC-2004,COMP-1038,2025,51,68,97,72.0,A
FSC-2005,COMP-1403,2022,71,60,81,70.67,A
FSC-2006,COMP-2362,2023,55,76,76,69.0,BBB
FSC-2007,COMP-1439,2025,88,94,75,85.67,AA
FSC-2008,COMP-0485,2022,89,63,92,81.33,AA
FSC-2009,COMP-0169,2026,85,86,98,89.67,AA
FSC-2010,COMP-0803,2026,93,78,94,88.33,AA
FSC-2011,COMP-0246,2023,73,87,97,85.67,AA
FSC-2012,COMP-2314,2024,61,67,91,73.0,A
FSC-2013,COMP-0849,2022,66,89,62,72.33,A
FSC-2014,COMP-2291,2023,71,60,62,64.33,BBB
FSC-2015,COMP-2026,2024,68,94,67,76.33,A
FSC-2016,COMP-1694,2024,58,84,90,77.33,A
FSC-2017,COMP-1351,2022,61,92,68,73.67,A
FSC-2018,COMP-0530,2022,81,70,64,71.67,A
FSC-2019,COMP-1619,2024,80,55,87,74.0,A
FSC-2020,COMP-0847,2025,66,96,74,78.67,A
FSC-2021,COMP-2390,2023,72,72,86,76.67,A
FSC-2022,COMP-1789,2022,59,76,90,75.0,A
FSC-2023,COMP-1703,2024,79,80,99,86.0,AA
FSC-2024,COMP-0760,2025,68,68,77,71.0,A
FSC-2025,COMP-1404,2026,75,91,97,87.67,AA
FSC-2026,COMP-0798,2024,75,68,63,68.67,BBB
FSC-2027,COMP-0532,2025,60,80,80,73.33,A
FSC-2028,COMP-1918,2026,69,90,82,80.33,AA
FSC-2029,COMP-0864,2025,94,77,81,84.0,AA
FSC-2030,COMP-0042,2022,53,56,60,56.33,BB
FSC-2031,COMP-0599,2024,96,93,84,91.0,AAA
FSC-2032,COMP-0306,2026,61,61,87,69.67,BBB
FSC-2033,COMP-0809,2025,74,93,96,87.67,AA
FSC-2034,COMP-1264,2026,59,99,70,76.0,A
FSC-2035,COMP-0679,2023,71,76,81,76.0,A
FSC-2036,COMP-0731,2024,56,82,84,74.0,A
FSC-2037,COMP-2489,2022,73,92,80,81.67,AA
FSC-2038,COMP-2026,2026,51,74,95,73.33,A
FSC-2039,COMP-0933,2025,81,72,79,77.33,A
FSC-2040,COMP-0903,2026,70,78,75,74.33,A
FSC-2041,COMP-0133,2025,56,87,87,76.67,A
FSC-2042,COMP-2099,2026,57,99,88,81.33,AA
FSC-2043,COMP-0392,2022,87,80,85,84.0,AA
FSC-2044,COMP-0508,2022,70,73,99,80.67,AA
FSC-2045,COMP-1686,2024,57,96,61,71.33,A
FSC-2046,COMP-2402,2022,74,67,69,70.0,A
FSC-2047,COMP-1419,2026,77,64,72,71.0,A
FSC-2048,COMP-0956,2026,77,68,74,73.0,A
FSC-2049,COMP-0096,2022,80,63,68,70.33,A
FSC-2050,COMP-0106,2023,85,65,86,78.67,A
FSC-2051,COMP-0678,2026,74,57,67,66.0,BBB
FSC-2052,COMP-0856,2024,90,94,65,83.0,AA
FSC-2053,COMP-1963,2023,86,66,95,82.33,AA
FSC-2054,COMP-0790,2022,87,89,83,86.33,AA
FSC-2055,COMP-0515,2025,61,93,62,72.0,A
FSC-2056,COMP-1085,2026,86,93,85,88.0,AA
FSC-2057,COMP-1008,2025,86,86,95,89.0,AA
FSC-2058,COMP-1318,2024,80,93,80,84.33,AA
FSC-2059,COMP-2350,2023,67,68,72,69.0,BBB
FSC-2060,COMP-2279,2025,75,98,70,81.0,AA
FSC-2061,COMP-1433,2024,55,55,67,59.0,BB
FSC-2062,COMP-0297,2025,58,81,73,70.67,A
FSC-2063,COMP-0455,2025,60,91,92,81.0,AA
FSC-2064,COMP-0942,2024,80,97,61,79.33,A
FSC-2065,COMP-0240,2026,95,55,60,70.0,A
FSC-2066,COMP-1622,2025,51,99,70,73.33,A
FSC-2067,COMP-2186,2024,78,83,65,75.33,A
FSC-2068,COMP-0454,2025,95,78,91,88.0,AA
FSC-2069,COMP-1250,2026,91,71,74,78.67,A
FSC-2070,COMP-2491,2024,54,89,71,71.33,A
FSC-2071,COMP-2075,2025,72,85,96,84.33,AA
FSC-2072,COMP-0695,2022,85,96,88,89.67,AA
FSC-2073,COMP-0710,2026,56,86,81,74.33,A
FSC-2074,COMP-2015,2025,62,73,73,69.33,BBB
FSC-2075,COMP-0849,2023,91,85,78,84.67,AA
FSC-2076,COMP-0949,2024,59,93,64,72.0,A
FSC-2077,COMP-0107,2025,85,74,94,84.33,AA
FSC-2078,COMP-2492,2026,65,82,84,77.0,A
FSC-2079,COMP-1725,2026,64,57,97,72.67,A
FSC-2080,COMP-2084,2023,92,86,68,82.0,AA
FSC-2081,COMP-0597,2023,68,76,66,70.0,A
FSC-2082,COMP-0155,2025,70,98,77,81.67,AA
FSC-2083,COMP-0796,2022,84,96,61,80.33,AA
FSC-2084,COMP-0272,2026,64,98,69,77.0,A
FSC-2085,COMP-1571,2022,97,69,61,75.67,A
FSC-2086,COMP-1444,2022,63,92,67,74.0,A
FSC-2087,COMP-1208,2025,78,73,66,72.33,A
FSC-2088,COMP-1635,2024,54,85,94,77.67,A
FSC-2089,COMP-1261,2024,98,80,82,86.67,AA
FSC-2090,COMP-1939,2024,67,59,67,64.33,BBB
FSC-2091,COMP-1533,2023,50,74,80,68.0,BBB
FSC-2092,COMP-0122,2026,76,56,92,74.67,A
FSC-2093,COMP-1441,2023,76,75,60,70.33,A
FSC-2094,COMP-1399,2026,74,90,71,78.33,A
FSC-2095,COMP-1504,2026,90,82,70,80.67,AA
FSC-2096,COMP-0150,2026,70,74,89,77.67,A
FSC-2097,COMP-0707,2025,63,91,63,72.33,A
FSC-2098,COMP-1616,2024,69,93,93,85.0,AA
FSC-2099,COMP-1514,2023,77,90,82,83.0,AA
FSC-2100,COMP-2201,2023,70,65,91,75.33,A
FSC-2101,COMP-0845,2025,72,57,62,63.67,BBB
FSC-2102,COMP-2328,2026,60,91,87,79.33,A
FSC-2103,COMP-2470,2024,51,74,63,62.67,BBB
FSC-2104,COMP-1977,2022,69,86,71,75.33,A
FSC-2105,COMP-1836,2022,73,79,83,78.33,A
FSC-2106,COMP-0804,2025,74,75,92,80.33,AA
FSC-2107,COMP-0355,2024,86,70,62,72.67,A
FSC-2108,COMP-1606,2022,71,96,63,76.67,A
FSC-2109,COMP-0378,2022,73,55,89,72.33,A
FSC-2110,COMP-2128,2023,64,77,65,68.67,BBB
FSC-2111,COMP-1581,2024,61,97,89,82.33,AA
FSC-2112,COMP-0988,2022,95,78,67,80.0,AA
FSC-2113,COMP-0233,2023,80,79,77,78.67,A
FSC-2114,COMP-0154,2024,92,61,75,76.0,A
FSC-2115,COMP-0907,2026,80,92,65,79.0,A
FSC-2116,COMP-1621,2024,79,93,83,85.0,AA
FSC-2117,COMP-2419,2025,90,89,87,88.67,AA
FSC-2118,COMP-0323,2023,69,68,91,76.0,A
FSC-2119,COMP-0332,2026,57,63,84,68.0,BBB
FSC-2120,COMP-0243,2023,93,57,87,79.0,A
FSC-2121,COMP-0430,2023,79,92,80,83.67,AA
FSC-2122,COMP-1206,2022,84,74,67,75.0,A
FSC-2123,COMP-1497,2024,70,95,95,86.67,AA
FSC-2124,COMP-2424,2023,96,87,68,83.67,AA
FSC-2125,COMP-0081,2023,89,95,99,94.33,AAA
FSC-2126,COMP-1574,2025,77,98,80,85.0,AA
FSC-2127,COMP-0420,2025,88,86,60,78.0,A
FSC-2128,COMP-0467,2025,66,90,63,73.0,A
FSC-2129,COMP-1081,2023,61,80,69,70.0,A
FSC-2130,COMP-2001,2026,99,59,85,81.0,AA
FSC-2131,COMP-1566,2024,67,84,99,83.33,AA
FSC-2132,COMP-1519,2023,96,71,62,76.33,A
FSC-2133,COMP-2036,2022,77,60,68,68.33,BBB
FSC-2134,COMP-0804,2026,52,69,91,70.67,A
FSC-2135,COMP-1078,2026,64,55,62,60.33,BBB
FSC-2136,COMP-1633,2024,65,67,63,65.0,BBB
FSC-2137,COMP-1985,2026,71,88,65,74.67,A
FSC-2138,COMP-0004,2024,98,84,68,83.33,AA
FSC-2139,COMP-1903,2026,80,73,85,79.33,A
FSC-2140,COMP-0603,2024,80,56,61,65.67,BBB
FSC-2141,COMP-2368,2025,50,98,61,69.67,BBB
FSC-2142,COMP-1399,2025,60,66,80,68.67,BBB
FSC-2143,COMP-0501,2026,55,94,81,76.67,A
FSC-2144,COMP-1686,2026,72,98,62,77.33,A
FSC-2145,COMP-0185,2024,58,78,94,76.67,A
FSC-2146,COMP-1296,2024,65,65,97,75.67,A
FSC-2147,COMP-0055,2023,87,56,92,78.33,A
FSC-2148,COMP-1725,2025,93,55,74,74.0,A
FSC-2149,COMP-1871,2023,68,82,70,73.33,A
FSC-2150,COMP-0077,2023,94,58,69,73.67,A
FSC-2151,COMP-2344,2022,62,95,95,84.0,AA
FSC-2152,COMP-1602,2024,81,84,73,79.33,A
FSC-2153,COMP-1672,2022,85,61,61,69.0,BBB
FSC-2154,COMP-1735,2022,58,76,96,76.67,A
FSC-2155,COMP-2091,2023,95,80,88,87.67,AA
FSC-2156,COMP-1385,2022,95,83,94,90.67,AAA
FSC-2157,COMP-1252,2024,98,79,79,85.33,AA
FSC-2158,COMP-2275,2023,86,64,80,76.67,A
FSC-2159,COMP-1087,2024,80,74,93,82.33,AA
FSC-2160,COMP-0171,2026,80,68,92,80.0,AA
FSC-2161,COMP-2355,2022,68,87,78,77.67,A
FSC-2162,COMP-1774,2023,51,59,67,59.0,BB
FSC-2163,COMP-2082,2025,94,99,90,94.33,AAA
FSC-2164,COMP-0827,2024,81,60,70,70.33,A
FSC-2165,COMP-1666,2022,92,76,67,78.33,A
FSC-2166,COMP-0130,2024,83,71,84,79.33,A
FSC-2167,COMP-1418,2024,50,69,79,66.0,BBB
FSC-2168,COMP-1175,2026,70,93,97,86.67,AA
FSC-2169,COMP-1408,2024,52,94,66,70.67,A
FSC-2170,COMP-1041,2026,76,82,72,76.67,A
FSC-2171,COMP-0594,2026,93,56,98,82.33,AA
FSC-2172,COMP-1038,2026,56,72,69,65.67,BBB
FSC-2173,COMP-2129,2022,82,81,67,76.67,A
FSC-2174,COMP-0204,2024,58,75,79,70.67,A
FSC-2175,COMP-1808,2024,79,77,76,77.33,A
FSC-2176,COMP-1568,2026,67,61,70,66.0,BBB
FSC-2177,COMP-0023,2024,75,73,75,74.33,A
FSC-2178,COMP-1634,2024,69,63,96,76.0,A
FSC-2179,COMP-2192,2026,87,66,91,81.33,AA
FSC-2180,COMP-0104,2025,90,84,85,86.33,AA
FSC-2181,COMP-1406,2025,80,61,96,79.0,A
FSC-2182,COMP-1479,2026,57,56,68,60.33,BBB
FSC-2183,COMP-2372,2022,72,71,94,79.0,A
FSC-2184,COMP-1195,2024,99,65,62,75.33,A
FSC-2185,COMP-0576,2024,74,66,90,76.67,A
FSC-2186,COMP-1607,2025,96,57,66,73.0,A
FSC-2187,COMP-0274,2026,50,75,61,62.0,BBB
FSC-2188,COMP-0452,2022,95,68,84,82.33,AA
FSC-2189,COMP-0125,2026,67,69,99,78.33,A
FSC-2190,COMP-2365,2025,68,96,71,78.33,A
FSC-2191,COMP-1867,2025,91,95,89,91.67,AAA
FSC-2192,COMP-2155,2024,55,64,89,69.33,BBB
FSC-2193,COMP-1684,2023,66,90,88,81.33,AA
FSC-2194,COMP-0907,2022,95,64,70,76.33,A
FSC-2195,COMP-0430,2022,94,71,82,82.33,AA
FSC-2196,COMP-0362,2023,57,98,76,77.0,A
FSC-2197,COMP-0796,2025,91,79,72,80.67,AA
FSC-2198,COMP-0432,2026,58,81,92,77.0,A
FSC-2199,COMP-1544,2022,86,87,60,77.67,A
FSC-2200,COMP-0859,2023,76,65,99,80.0,AA
FSC-2201,COMP-1430,2024,85,67,72,74.67,A
FSC-2202,COMP-1346,2024,55,55,97,69.0,BBB
FSC-2203,COMP-1631,2025,55,85,62,67.33,BBB
FSC-2204,COMP-0576,2022,94,87,75,85.33,AA
FSC-2205,COMP-1089,2026,53,75,66,64.67,BBB
FSC-2206,COMP-0893,2022,71,70,62,67.67,BBB
FSC-2207,COMP-0270,2024,89,93,73,85.0,AA
FSC-2208,COMP-2020,2022,76,77,75,76.0,A
FSC-2209,COMP-1124,2024,86,64,63,71.0,A
FSC-2210,COMP-0438,2023,51,87,90,76.0,A
FSC-2211,COMP-1043,2023,58,76,72,68.67,BBB
FSC-2212,COMP-2273,2024,60,95,86,80.33,AA
FSC-2213,COMP-1642,2026,69,60,60,63.0,BBB
FSC-2214,COMP-2442,2026,92,90,84,88.67,AA
FSC-2215,COMP-1384,2022,88,64,96,82.67,AA
FSC-2216,COMP-1454,2024,63,70,70,67.67,BBB
FSC-2217,COMP-0015,2025,75,67,68,70.0,A
FSC-2218,COMP-1675,2026,87,74,66,75.67,A
FSC-2219,COMP-1004,2026,79,58,73,70.0,A
FSC-2220,COMP-2462,2023,85,74,89,82.67,AA
FSC-2221,COMP-1379,2026,87,76,83,82.0,AA
FSC-2222,COMP-1481,2026,84,83,62,76.33,A
FSC-2223,COMP-1746,2026,55,70,98,74.33,A
FSC-2224,COMP-1862,2024,52,97,86,78.33,A
FSC-2225,COMP-0115,2024,50,97,60,69.0,BBB
FSC-2226,COMP-1376,2023,67,77,97,80.33,AA
FSC-2227,COMP-0976,2022,72,84,85,80.33,AA
FSC-2228,COMP-1686,2026,81,84,65,76.67,A
FSC-2229,COMP-2084,2022,78,97,71,82.0,AA
FSC-2230,COMP-2290,2024,72,57,97,75.33,A
FSC-2231,COMP-1687,2026,85,78,94,85.67,AA
FSC-2232,COMP-0063,2022,55,91,69,71.67,A
FSC-2233,COMP-0509,2022,66,67,68,67.0,BBB
FSC-2234,COMP-0188,2025,67,96,82,81.67,AA
FSC-2235,COMP-0093,2024,80,86,89,85.0,AA
FSC-2236,COMP-0005,2023,55,91,81,75.67,A
FSC-2237,COMP-2073,2023,83,66,68,72.33,A
FSC-2238,COMP-0098,2025,93,62,78,77.67,A
FSC-2239,COMP-1292,2022,93,78,67,79.33,A
FSC-2240,COMP-1788,2025,76,98,63,79.0,A
FSC-2241,COMP-1309,2025,85,70,64,73.0,A
FSC-2242,COMP-0684,2024,97,86,78,87.0,AA
FSC-2243,COMP-1133,2026,91,88,77,85.33,AA
FSC-2244,COMP-0027,2022,74,89,88,83.67,AA
FSC-2245,COMP-1782,2023,59,86,78,74.33,A
FSC-2246,COMP-2103,2023,88,71,65,74.67,A
FSC-2247,COMP-0781,2025,95,56,64,71.67,A
FSC-2248,COMP-2346,2025,88,80,64,77.33,A
FSC-2249,COMP-1615,2025,61,98,67,75.33,A
FSC-2250,COMP-1042,2022,60,71,86,72.33,A
FSC-2251,COMP-1794,2025,98,92,96,95.33,AAA
FSC-2252,COMP-0855,2025,92,56,97,81.67,AA
FSC-2253,COMP-1643,2026,52,62,96,70.0,A
FSC-2254,COMP-1933,2022,71,60,77,69.33,BBB
FSC-2255,COMP-2027,2024,53,63,85,67.0,BBB
FSC-2256,COMP-1988,2024,57,55,75,62.33,BBB
FSC-2257,COMP-1270,2026,63,59,81,67.67,BBB
FSC-2258,COMP-1113,2023,69,93,82,81.33,AA
FSC-2259,COMP-2251,2024,73,63,62,66.0,BBB
FSC-2260,COMP-0240,2022,63,68,62,64.33,BBB
FSC-2261,COMP-0490,2023,77,81,71,76.33,A
FSC-2262,COMP-1037,2025,65,63,82,70.0,A
FSC-2263,COMP-1339,2022,81,90,70,80.33,AA
FSC-2264,COMP-2037,2023,96,83,88,89.0,AA
FSC-2265,COMP-0685,2024,61,74,65,66.67,BBB
FSC-2266,COMP-2027,2025,65,69,75,69.67,BBB
FSC-2267,COMP-2291,2025,68,90,93,83.67,AA
FSC-2268,COMP-1615,2022,54,57,96,69.0,BBB
FSC-2269,COMP-1768,2025,61,77,70,69.33,BBB
FSC-2270,COMP-0613,2023,78,63,70,70.33,A
FSC-2271,COMP-0162,2026,54,84,84,74.0,A
FSC-2272,COMP-0656,2024,91,73,78,80.67,AA
FSC-2273,COMP-0621,2022,66,92,91,83.0,AA
FSC-2274,COMP-1257,2026,96,57,67,73.33,A
FSC-2275,COMP-2159,2026,57,57,71,61.67,BBB
FSC-2276,COMP-1952,2022,89,88,94,90.33,AAA
FSC-2277,COMP-1256,2023,89,56,65,70.0,A
FSC-2278,COMP-1976,2024,79,81,80,80.0,AA
FSC-2279,COMP-0750,2022,59,77,85,73.67,A
FSC-2280,COMP-0709,2026,69,96,60,75.0,A
FSC-2281,COMP-2321,2026,94,86,76,85.33,AA
FSC-2282,COMP-1622,2022,65,89,94,82.67,AA
FSC-2283,COMP-0041,2026,90,94,86,90.0,AAA
FSC-2284,COMP-0560,2022,65,72,61,66.0,BBB
FSC-2285,COMP-0466,2022,91,81,95,89.0,AA
FSC-2286,COMP-1101,2024,52,65,60,59.0,BB
FSC-2287,COMP-1714,2022,72,93,69,78.0,A
FSC-2288,COMP-0490,2026,71,73,90,78.0,A
FSC-2289,COMP-0117,2025,77,79,96,84.0,AA
FSC-2290,COMP-2482,2024,95,61,64,73.33,A
FSC-2291,COMP-1595,2026,94,85,72,83.67,AA
FSC-2292,COMP-0196,2026,85,56,83,74.67,A
FSC-2293,COMP-0619,2024,53,92,86,77.0,A
FSC-2294,COMP-1475,2024,87,59,60,68.67,BBB
FSC-2295,COMP-2473,2026,73,68,79,73.33,A
FSC-2296,COMP-1308,2025,68,72,67,69.0,BBB
FSC-2297,COMP-0034,2023,60,90,62,70.67,A
FSC-2298,COMP-2343,2026,89,58,91,79.33,A
FSC-2299,COMP-1275,2024,95,78,84,85.67,AA
FSC-2300,COMP-0339,2022,89,67,84,80.0,AA
FSC-2301,COMP-0180,2022,95,75,73,81.0,AA
FSC-2302,COMP-0622,2024,88,87,86,87.0,AA
FSC-2303,COMP-1657,2024,67,74,91,77.33,A
FSC-2304,COMP-0643,2023,61,59,86,68.67,BBB
FSC-2305,COMP-2071,2024,63,78,63,68.0,BBB
FSC-2306,COMP-1681,2022,96,89,98,94.33,AAA
FSC-2307,COMP-1351,2025,67,84,70,73.67,A
FSC-2308,COMP-1178,2024,93,82,62,79.0,A
FSC-2309,COMP-0619,2023,91,99,84,91.33,AAA
FSC-2310,COMP-1170,2025,61,61,83,68.33,BBB
FSC-2311,COMP-0252,2023,89,96,68,84.33,AA
FSC-2312,COMP-0302,2025,76,89,67,77.33,A
FSC-2313,COMP-1567,2024,55,84,98,79.0,A
FSC-2314,COMP-2211,2022,73,88,90,83.67,AA
FSC-2315,COMP-0612,2025,82,93,76,83.67,AA
FSC-2316,COMP-1072,2026,94,63,90,82.33,AA
FSC-2317,COMP-2493,2023,65,66,63,64.67,BBB
FSC-2318,COMP-1944,2025,99,83,63,81.67,AA
FSC-2319,COMP-0074,2023,61,64,96,73.67,A
FSC-2320,COMP-1728,2022,80,81,67,76.0,A
FSC-2321,COMP-0542,2023,86,73,65,74.67,A
FSC-2322,COMP-0157,2023,62,67,68,65.67,BBB
FSC-2323,COMP-1290,2026,57,96,67,73.33,A
FSC-2324,COMP-0256,2023,87,91,91,89.67,AA
FSC-2325,COMP-1052,2025,52,86,74,70.67,A
FSC-2326,COMP-0937,2023,69,69,77,71.67,A
FSC-2327,COMP-2166,2024,53,75,82,70.0,A
FSC-2328,COMP-2418,2023,93,57,64,71.33,A
FSC-2329,COMP-2257,2024,94,62,86,80.67,AA
FSC-2330,COMP-1892,2023,51,60,92,67.67,BBB
FSC-2331,COMP-1582,2023,85,83,61,76.33,A
FSC-2332,COMP-0316,2025,72,73,97,80.67,AA
FSC-2333,COMP-2492,2024,94,71,87,84.0,AA
FSC-2334,COMP-1776,2024,68,64,83,71.67,A
FSC-2335,COMP-1971,2026,89,87,80,85.33,AA
FSC-2336,COMP-1222,2023,57,67,90,71.33,A
FSC-2337,COMP-1723,2023,65,81,70,72.0,A
FSC-2338,COMP-2493,2025,92,96,87,91.67,AAA
FSC-2339,COMP-0570,2026,67,66,99,77.33,A
FSC-2340,COMP-0908,2026,85,56,63,68.0,BBB
FSC-2341,COMP-0649,2025,73,64,75,70.67,A
FSC-2342,COMP-1641,2024,50,75,71,65.33,BBB
