metric_id,pilar,nama_metrik,satuan,target_kepatuhan_persen
METRIC-0256,Environmental,Pengelolaan Limbah B3 (Sub-256),Ton CO2e / M3 / MWh,77.34
METRIC-0257,Social,Turnover Karyawan (Sub-257),Persentase / Jam / Tingkat Kasus,95.66
METRIC-0258,Social,Pelatihan Karyawan (Jam) (Sub-258),Persentase / Jam / Tingkat Kasus,87.49
METRIC-0259,Environmental,Pengelolaan Limbah B3 (Sub-259),Ton CO2e / M3 / MWh,72.09
METRIC-0260,Environmental,Pengelolaan Limbah B3 (Sub-260),Ton CO2e / M3 / MWh,71.43
METRIC-0261,Social,Hubungan Komunitas Lokal (Sub-261),Persentase / Jam / Tingkat Kasus,71.83
METRIC-0262,Social,Rasio Kesetaraan Gender (Sub-262),Persentase / Jam / Tingkat Kasus,98.26
METRIC-0263,Environmental,Pengelolaan Limbah B3 (Sub-263),Ton CO2e / M3 / MWh,95.5
METRIC-0264,Governance,Independensi Dewan Komisaris (Sub-264),Skor Indeks / Persentase / Sertifikasi,95.35
METRIC-0265,Social,Tingkat Kecelakaan Kerja (Sub-265),Persentase / Jam / Tingkat Kasus,97.73
METRIC-0266,Social,Rasio Kesetaraan Gender (Sub-266),Persentase / Jam / Tingkat Kasus,85.16
METRIC-0267,Social,Hubungan Komunitas Lokal (Sub-267),Persentase / Jam / Tingkat Kasus,77.42
METRIC-0268,Environmental,Intensitas Karbon (Sub-268),Ton CO2e / M3 / MWh,82.04
METRIC-0269,Environmental,Intensitas Karbon (Sub-269),Ton CO2e / M3 / MWh,91.57
METRIC-0270,Social,Tingkat Kecelakaan Kerja (Sub-270),Persentase / Jam / Tingkat Kasus,96.28
METRIC-0271,Environmental,Pengelolaan Limbah B3 (Sub-271),Ton CO2e / M3 / MWh,83.05
METRIC-0272,Environmental,Emisi GRK Scope 1 (Sub-272),Ton CO2e / M3 / MWh,86.06
METRIC-0273,Social,Turnover Karyawan (Sub-273),Persentase / Jam / Tingkat Kasus,97.95
METRIC-0274,Environmental,Efisiensi Energi (Sub-274),Ton CO2e / M3 / MWh,73.22
METRIC-0275,Governance,Rasio Gaji Eksekutif (Sub-275),Skor Indeks / Persentase / Sertifikasi,95.87
METRIC-0276,Environmental,Pengelolaan Limbah B3 (Sub-276),Ton CO2e / M3 / MWh,74.78
METRIC-0277,Environmental,Efisiensi Energi (Sub-277),Ton CO2e / M3 / MWh,84.52
METRIC-0278,Social,Turnover Karyawan (Sub-278),Persentase / Jam / Tingkat Kasus,76.55
METRIC-0279,Social,Pelatihan Karyawan (Jam) (Sub-279),Persentase / Jam / Tingkat Kasus,88.09
METRIC-0280,Governance,Transparansi Pajak (Sub-280),Skor Indeks / Persentase / Sertifikasi,86.76
METRIC-0281,Environmental,Emisi GRK Scope 1 (Sub-281),Ton CO2e / M3 / MWh,81.4
METRIC-0282,Governance,Independensi Dewan Komisaris (Sub-282),Skor Indeks / Persentase / Sertifikasi,95.9
METRIC-0283,Governance,Audit Keamanan Siber (Sub-283),Skor Indeks / Persentase / Sertifikasi,89.79
METRIC-0284,Social,Pelatihan Karyawan (Jam) (Sub-284),Persentase / Jam / Tingkat Kasus,91.64
METRIC-0285,Environmental,Pengelolaan Limbah B3 (Sub-285),Ton CO2e / M3 / MWh,74.52
METRIC-0286,Social,Hubungan Komunitas Lokal (Sub-286),Persentase / Jam / Tingkat Kasus,96.49
METRIC-0287,Governance,Rasio Gaji Eksekutif (Sub-287),Skor Indeks / Persentase / Sertifikasi,75.01
METRIC-0288,Governance,Transparansi Pajak (Sub-288),Skor Indeks / Persentase / Sertifikasi,76.68
METRIC-0289,Social,Tingkat Kecelakaan Kerja (Sub-289),Persentase / Jam / Tingkat Kasus,73.84
METRIC-0290,Social,Hubungan Komunitas Lokal (Sub-290),Persentase / Jam / Tingkat Kasus,83.21
METRIC-0291,Social,Turnover Karyawan (Sub-291),Persentase / Jam / Tingkat Kasus,96.63
METRIC-0292,Social,Tingkat Kecelakaan Kerja (Sub-292),Persentase / Jam / Tingkat Kasus,77.57
METRIC-0293,Social,Tingkat Kecelakaan Kerja (Sub-293),Persentase / Jam / Tingkat Kasus,81.21
METRIC-0294,Governance,Independensi Dewan Komisaris (Sub-294),Skor Indeks / Persentase / Sertifikasi,95.38
METRIC-0295,Social,Rasio Kesetaraan Gender (Sub-295),Persentase / Jam / Tingkat Kasus,88.53
METRIC-0296,Environmental,Intensitas Karbon (Sub-296),Ton CO2e / M3 / MWh,92.55
METRIC-0297,Governance,Transparansi Pajak (Sub-297),Skor Indeks / Persentase / Sertifikasi,76.42
METRIC-0298,Governance,Transparansi Pajak (Sub-298),Skor Indeks / Persentase / Sertifikasi,91.49
METRIC-0299,Environmental,Efisiensi Energi (Sub-299),Ton CO2e / M3 / MWh,76.83
METRIC-0300,Environmental,Intensitas Karbon (Sub-300),Ton CO2e / M3 / MWh,99.62
METRIC-0301,Governance,Audit Keamanan Siber (Sub-301),Skor Indeks / Persentase / Sertifikasi,86.8
METRIC-0302,Social,Pelatihan Karyawan (Jam) (Sub-302),Persentase / Jam / Tingkat Kasus,90.87
METRIC-0303,Governance,Sertifikasi Anti-Korupsi (Sub-303),Skor Indeks / Persentase / Sertifikasi,73.55
METRIC-0304,Governance,Independensi Dewan Komisaris (Sub-304),Skor Indeks / Persentase / Sertifikasi,77.52
METRIC-0305,Environmental,Intensitas Karbon (Sub-305),Ton CO2e / M3 / MWh,74.19
METRIC-0306,Governance,Audit Keamanan Siber (Sub-306),Skor Indeks / Persentase / Sertifikasi,81.71
METRIC-0307,Social,Pelatihan Karyawan (Jam) (Sub-307),Persentase / Jam / Tingkat Kasus,78.52
METRIC-0308,Environmental,Pengelolaan Limbah B3 (Sub-308),Ton CO2e / M3 / MWh,91.99
METRIC-0309,Governance,Rasio Gaji Eksekutif (Sub-309),Skor Indeks / Persentase / Sertifikasi,73.26
METRIC-0310,Governance,Independensi Dewan Komisaris (Sub-310),Skor Indeks / Persentase / Sertifikasi,92.56
METRIC-0311,Social,Hubungan Komunitas Lokal (Sub-311),Persentase / Jam / Tingkat Kasus,71.37
METRIC-0312,Governance,Rasio Gaji Eksekutif (Sub-312),Skor Indeks / Persentase / Sertifikasi,76.06
METRIC-0313,Governance,Rasio Gaji Eksekutif (Sub-313),Skor Indeks / Persentase / Sertifikasi,93.76
METRIC-0314,Governance,Transparansi Pajak (Sub-314),Skor Indeks / Persentase / Sertifikasi,92.28
METRIC-0315,Governance,Independensi Dewan Komisaris (Sub-315),Skor Indeks / Persentase / Sertifikasi,84.29
METRIC-0316,Social,Pelatihan Karyawan (Jam) (Sub-316),Persentase / Jam / Tingkat Kasus,71.5
METRIC-0317,Governance,Rasio Gaji Eksekutif (Sub-317),Skor Indeks / Persentase / Sertifikasi,88.3
METRIC-0318,Governance,Transparansi Pajak (Sub-318),Skor Indeks / Persentase / Sertifikasi,82.2
METRIC-0319,Governance,Rasio Gaji Eksekutif (Sub-319),Skor Indeks / Persentase / Sertifikasi,79.5
METRIC-0320,Environmental,Konsumsi Air Bersih (Sub-320),Ton CO2e / M3 / MWh,89.21
METRIC-0321,Social,Rasio Kesetaraan Gender (Sub-321),Persentase / Jam / Tingkat Kasus,83.1
METRIC-0322,Environmental,Pengelolaan Limbah B3 (Sub-322),Ton CO2e / M3 / MWh,72.77
METRIC-0323,Environmental,Konsumsi Air Bersih (Sub-323),Ton CO2e / M3 / MWh,97.48
METRIC-0324,Social,Turnover Karyawan (Sub-324),Persentase / Jam / Tingkat Kasus,93.35
METRIC-0325,Environmental,Intensitas Karbon (Sub-325),Ton CO2e / M3 / MWh,71.69
METRIC-0326,Environmental,Konsumsi Air Bersih (Sub-326),Ton CO2e / M3 / MWh,85.75
METRIC-0327,Environmental,Pengelolaan Limbah B3 (Sub-327),Ton CO2e / M3 / MWh,72.5
METRIC-0328,Social,Hubungan Komunitas Lokal (Sub-328),Persentase / Jam / Tingkat Kasus,95.12
METRIC-0329,Governance,Independensi Dewan Komisaris (Sub-329),Skor Indeks / Persentase / Sertifikasi,88.39
METRIC-0330,Social,Rasio Kesetaraan Gender (Sub-330),Persentase / Jam / Tingkat Kasus,75.17
METRIC-0331,Social,Pelatihan Karyawan (Jam) (Sub-331),Persentase / Jam / Tingkat Kasus,70.62
METRIC-0332,Social,Rasio Kesetaraan Gender (Sub-332),Persentase / Jam / Tingkat Kasus,70.95
METRIC-0333,Environmental,Pengelolaan Limbah B3 (Sub-333),Ton CO2e / M3 / MWh,85.22
METRIC-0334,Governance,Sertifikasi Anti-Korupsi (Sub-334),Skor Indeks / Persentase / Sertifikasi,92.03
METRIC-0335,Social,Rasio Kesetaraan Gender (Sub-335),Persentase / Jam / Tingkat Kasus,73.63
METRIC-0336,Social,Tingkat Kecelakaan Kerja (Sub-336),Persentase / Jam / Tingkat Kasus,76.64
METRIC-0337,Governance,Audit Keamanan Siber (Sub-337),Skor Indeks / Persentase / Sertifikasi,79.82
METRIC-0338,Governance,Independensi Dewan Komisaris (Sub-338),Skor Indeks / Persentase / Sertifikasi,76.54
METRIC-0339,Governance,Independensi Dewan Komisaris (Sub-339),Skor Indeks / Persentase / Sertifikasi,81.74
METRIC-0340,Environmental,Konsumsi Air Bersih (Sub-340),Ton CO2e / M3 / MWh,86.79
METRIC-0341,Governance,Rasio Gaji Eksekutif (Sub-341),Skor Indeks / Persentase / Sertifikasi,90.55
METRIC-0342,Environmental,Konsumsi Air Bersih (Sub-342),Ton CO2e / M3 / MWh,98.91
METRIC-0343,Social,Rasio Kesetaraan Gender (Sub-343),Persentase / Jam / Tingkat Kasus,97.93
METRIC-0344,Environmental,Pengelolaan Limbah B3 (Sub-344),Ton CO2e / M3 / MWh,87.1
METRIC-0345,Governance,Sertifikasi Anti-Korupsi (Sub-345),Skor Indeks / Persentase / Sertifikasi,92.02
METRIC-0346,Environmental,Emisi GRK Scope 1 (Sub-346),Ton CO2e / M3 / MWh,98.53
METRIC-0347,Governance,Transparansi Pajak (Sub-347),Skor Indeks / Persentase / Sertifikasi,72.5
METRIC-0348,Environmental,Efisiensi Energi (Sub-348),Ton CO2e / M3 / MWh,70.17
METRIC-0349,Social,Turnover Karyawan (Sub-349),Persentase / Jam / Tingkat Kasus,70.89
METRIC-0350,Environmental,Efisiensi Energi (Sub-350),Ton CO2e / M3 / MWh,86.9
METRIC-0351,Social,Tingkat Kecelakaan Kerja (Sub-351),Persentase / Jam / Tingkat Kasus,92.89
METRIC-0352,Governance,Sertifikasi Anti-Korupsi (Sub-352),Skor Indeks / Persentase / Sertifikasi,81.01
METRIC-0353,Social,Tingkat Kecelakaan Kerja (Sub-353),Persentase / Jam / Tingkat Kasus,86.36
METRIC-0354,Governance,Independensi Dewan Komisaris (Sub-354),Skor Indeks / Persentase / Sertifikasi,85.49
METRIC-0355,Governance,Rasio Gaji Eksekutif (Sub-355),Skor Indeks / Persentase / Sertifikasi,72.84
METRIC-0356,Social,Turnover Karyawan (Sub-356),Persentase / Jam / Tingkat Kasus,79.65
METRIC-0357,Social,Hubungan Komunitas Lokal (Sub-357),Persentase / Jam / Tingkat Kasus,70.58
METRIC-0358,Environmental,Pengelolaan Limbah B3 (Sub-358),Ton CO2e / M3 / MWh,73.32
METRIC-0359,Environmental,Pengelolaan Limbah B3 (Sub-359),Ton CO2e / M3 / MWh,94.36
METRIC-0360,Social,Tingkat Kecelakaan Kerja (Sub-360),Persentase / Jam / Tingkat Kasus,94.88
METRIC-0361,Social,Tingkat Kecelakaan Kerja (Sub-361),Persentase / Jam / Tingkat Kasus,94.06
METRIC-0362,Social,Turnover Karyawan (Sub-362),Persentase / Jam / Tingkat Kasus,91.8
METRIC-0363,Social,Tingkat Kecelakaan Kerja (Sub-363),Persentase / Jam / Tingkat Kasus,93.8
METRIC-0364,Governance,Transparansi Pajak (Sub-364),Skor Indeks / Persentase / Sertifikasi,90.13
METRIC-0365,Social,Tingkat Kecelakaan Kerja (Sub-365),Persentase / Jam / Tingkat Kasus,90.1
METRIC-0366,Social,Tingkat Kecelakaan Kerja (Sub-366),Persentase / Jam / Tingkat Kasus,90.02
METRIC-0367,Social,Rasio Kesetaraan Gender (Sub-367),Persentase / Jam / Tingkat Kasus,85.42
METRIC-0368,Social,Turnover Karyawan (Sub-368),Persentase / Jam / Tingkat Kasus,80.9
METRIC-0369,Governance,Transparansi Pajak (Sub-369),Skor Indeks / Persentase / Sertifikasi,91.91
METRIC-0370,Environmental,Intensitas Karbon (Sub-370),Ton CO2e / M3 / MWh,78.96
METRIC-0371,Environmental,Efisiensi Energi (Sub-371),Ton CO2e / M3 / MWh,86.29
METRIC-0372,Environmental,Emisi GRK Scope 1 (Sub-372),Ton CO2e / M3 / MWh,83.0
METRIC-0373,Environmental,Konsumsi Air Bersih (Sub-373),Ton CO2e / M3 / MWh,78.3
METRIC-0374,Environmental,Emisi GRK Scope 1 (Sub-374),Ton CO2e / M3 / MWh,99.24
METRIC-0375,Governance,Independensi Dewan Komisaris (Sub-375),Skor Indeks / Persentase / Sertifikasi,77.76
METRIC-0376,Environmental,Efisiensi Energi (Sub-376),Ton CO2e / M3 / MWh,79.28
METRIC-0377,Governance,Audit Keamanan Siber (Sub-377),Skor Indeks / Persentase / Sertifikasi,74.85
METRIC-0378,Governance,Independensi Dewan Komisaris (Sub-378),Skor Indeks / Persentase / Sertifikasi,94.69
METRIC-0379,Environmental,Pengelolaan Limbah B3 (Sub-379),Ton CO2e / M3 / MWh,87.6
METRIC-0380,Environmental,Efisiensi Energi (Sub-380),Ton CO2e / M3 / MWh,88.39
METRIC-0381,Environmental,Pengelolaan Limbah B3 (Sub-381),Ton CO2e / M3 / MWh,94.62
METRIC-0382,Social,Pelatihan Karyawan (Jam) (Sub-382),Persentase / Jam / Tingkat Kasus,80.29
METRIC-0383,Governance,Rasio Gaji Eksekutif (Sub-383),Skor Indeks / Persentase / Sertifikasi,75.81
METRIC-0384,Environmental,Pengelolaan Limbah B3 (Sub-384),Ton CO2e / M3 / MWh,75.95
METRIC-0385,Social,Rasio Kesetaraan Gender (Sub-385),Persentase / Jam / Tingkat Kasus,91.98
METRIC-0386,Governance,Independensi Dewan Komisaris (Sub-386),Skor Indeks / Persentase / Sertifikasi,88.42
METRIC-0387,Social,Pelatihan Karyawan (Jam) (Sub-387),Persentase / Jam / Tingkat Kasus,76.19
METRIC-0388,Social,Turnover Karyawan (Sub-388),Persentase / Jam / Tingkat Kasus,74.35
METRIC-0389,Environmental,Emisi GRK Scope 1 (Sub-389),Ton CO2e / M3 / MWh,73.62
METRIC-0390,Governance,Independensi Dewan Komisaris (Sub-390),Skor Indeks / Persentase / Sertifikasi,88.83
METRIC-0391,Social,Tingkat Kecelakaan Kerja (Sub-391),Persentase / Jam / Tingkat Kasus,70.0
METRIC-0392,Governance,Independensi Dewan Komisaris (Sub-392),Skor Indeks / Persentase / Sertifikasi,70.55
METRIC-0393,Environmental,Intensitas Karbon (Sub-393),Ton CO2e / M3 / MWh,81.69
METRIC-0394,Governance,Transparansi Pajak (Sub-394),Skor Indeks / Persentase / Sertifikasi,90.74
METRIC-0395,Social,Hubungan Komunitas Lokal (Sub-395),Persentase / Jam / Tingkat Kasus,90.85
METRIC-0396,Social,Hubungan Komunitas Lokal (Sub-396),Persentase / Jam / Tingkat Kasus,82.9
METRIC-0397,Governance,Transparansi Pajak (Sub-397),Skor Indeks / Persentase / Sertifikasi,90.73
METRIC-0398,Social,Tingkat Kecelakaan Kerja (Sub-398),Persentase / Jam / Tingkat Kasus,85.63
METRIC-0399,Social,Tingkat Kecelakaan Kerja (Sub-399),Persentase / Jam / Tingkat Kasus,99.31
METRIC-0400,Social,Pelatihan Karyawan (Jam) (Sub-400),Persentase / Jam / Tingkat Kasus,74.87
METRIC-0401,Environmental,Intensitas Karbon (Sub-401),Ton CO2e / M3 / MWh,88.02
METRIC-0402,Environmental,Intensitas Karbon (Sub-402),Ton CO2e / M3 / MWh,84.74
METRIC-0403,Social,Hubungan Komunitas Lokal (Sub-403),Persentase / Jam / Tingkat Kasus,75.83
METRIC-0404,Governance,Rasio Gaji Eksekutif (Sub-404),Skor Indeks / Persentase / Sertifikasi,92.5
METRIC-0405,Environmental,Pengelolaan Limbah B3 (Sub-405),Ton CO2e / M3 / MWh,78.27
METRIC-0406,Governance,Independensi Dewan Komisaris (Sub-406),Skor Indeks / Persentase / Sertifikasi,81.45
METRIC-0407,Social,Hubungan Komunitas Lokal (Sub-407),Persentase / Jam / Tingkat Kasus,81.24
METRIC-0408,Social,Tingkat Kecelakaan Kerja (Sub-408),Persentase / Jam / Tingkat Kasus,77.33
METRIC-0409,Governance,Rasio Gaji Eksekutif (Sub-409),Skor Indeks / Persentase / Sertifikasi,82.92
METRIC-0410,Environmental,Konsumsi Air Bersih (Sub-410),Ton CO2e / M3 / MWh,84.2
METRIC-0411,Governance,Sertifikasi Anti-Korupsi (Sub-411),Skor Indeks / Persentase / Sertifikasi,92.33
METRIC-0412,Governance,Independensi Dewan Komisaris (Sub-412),Skor Indeks / Persentase / Sertifikasi,92.95
METRIC-0413,Social,Rasio Kesetaraan Gender (Sub-413),Persentase / Jam / Tingkat Kasus,74.76
METRIC-0414,Environmental,Intensitas Karbon (Sub-414),Ton CO2e / M3 / MWh,87.78
METRIC-0415,Governance,Sertifikasi Anti-Korupsi (Sub-415),Skor Indeks / Persentase / Sertifikasi,96.89
METRIC-0416,Environmental,Konsumsi Air Bersih (Sub-416),Ton CO2e / M3 / MWh,73.26
METRIC-0417,Social,Pelatihan Karyawan (Jam) (Sub-417),Persentase / Jam / Tingkat Kasus,84.19
METRIC-0418,Environmental,Emisi GRK Scope 1 (Sub-418),Ton CO2e / M3 / MWh,92.51
METRIC-0419,Social,Tingkat Kecelakaan Kerja (Sub-419),Persentase / Jam / Tingkat Kasus,88.34
METRIC-0420,Environmental,Efisiensi Energi (Sub-420),Ton CO2e / M3 / MWh,73.02
METRIC-0421,Governance,Independensi Dewan Komisaris (Sub-421),Skor Indeks / Persentase / Sertifikasi,81.9
METRIC-0422,Social,Tingkat Kecelakaan Kerja (Sub-422),Persentase / Jam / Tingkat Kasus,85.22
METRIC-0423,Governance,Transparansi Pajak (Sub-423),Skor Indeks / Persentase / Sertifikasi,99.88
METRIC-0424,Social,Rasio Kesetaraan Gender (Sub-424),Persentase / Jam / Tingkat Kasus,75.36
METRIC-0425,Environmental,Konsumsi Air Bersih (Sub-425),Ton CO2e / M3 / MWh,99.47
METRIC-0426,Environmental,Emisi GRK Scope 1 (Sub-426),Ton CO2e / M3 / MWh,81.28
METRIC-0427,Social,Hubungan Komunitas Lokal (Sub-427),Persentase / Jam / Tingkat Kasus,76.01
METRIC-0428,Social,Hubungan Komunitas Lokal (Sub-428),Persentase / Jam / Tingkat Kasus,82.42
METRIC-0429,Social,Tingkat Kecelakaan Kerja (Sub-429),Persentase / Jam / Tingkat Kasus,88.42
METRIC-0430,Environmental,Konsumsi Air Bersih (Sub-430),Ton CO2e / M3 / MWh,76.4
METRIC-0431,Social,Rasio Kesetaraan Gender (Sub-431),Persentase / Jam / Tingkat Kasus,78.74
METRIC-0432,Social,Tingkat Kecelakaan Kerja (Sub-432),Persentase / Jam / Tingkat Kasus,95.64
METRIC-0433,Governance,Audit Keamanan Siber (Sub-433),Skor Indeks / Persentase / Sertifikasi,99.97
METRIC-0434,Social,Hubungan Komunitas Lokal (Sub-434),Persentase / Jam / Tingkat Kasus,79.55
METRIC-0435,Governance,Transparansi Pajak (Sub-435),Skor Indeks / Persentase / Sertifikasi,74.47
METRIC-0436,Governance,Transparansi Pajak (Sub-436),Skor Indeks / Persentase / Sertifikasi,93.8
METRIC-0437,Governance,Sertifikasi Anti-Korupsi (Sub-437),Skor Indeks / Persentase / Sertifikasi,88.01
METRIC-0438,Environmental,Konsumsi Air Bersih (Sub-438),Ton CO2e / M3 / MWh,73.01
METRIC-0439,Governance,Audit Keamanan Siber (Sub-439),Skor Indeks / Persentase / Sertifikasi,98.4
METRIC-0440,Social,Hubungan Komunitas Lokal (Sub-440),Persentase / Jam / Tingkat Kasus,72.34
METRIC-0441,Environmental,Efisiensi Energi (Sub-441),Ton CO2e / M3 / MWh,88.76
METRIC-0442,Environmental,Emisi GRK Scope 1 (Sub-442),Ton CO2e / M3 / MWh,82.72
METRIC-0443,Environmental,Emisi GRK Scope 1 (Sub-443),Ton CO2e / M3 / MWh,86.7
METRIC-0444,Environmental,Pengelolaan Limbah B3 (Sub-444),Ton CO2e / M3 / MWh,76.4
METRIC-0445,Environmental,Emisi GRK Scope 1 (Sub-445),Ton CO2e / M3 / MWh,90.64
METRIC-0446,Environmental,Intensitas Karbon (Sub-446),Ton CO2e / M3 / MWh,98.79
METRIC-0447,Environmental,Konsumsi Air Bersih (Sub-447),Ton CO2e / M3 / MWh,83.75
METRIC-0448,Governance,Rasio Gaji Eksekutif (Sub-448),Skor Indeks / Persentase / Sertifikasi,85.69
METRIC-0449,Social,Pelatihan Karyawan (Jam) (Sub-449),Persentase / Jam / Tingkat Kasus,77.19
METRIC-0450,Social,Tingkat Kecelakaan Kerja (Sub-450),Persentase / Jam / Tingkat Kasus,96.76
METRIC-0451,Governance,Independensi Dewan Komisaris (Sub-451),Skor Indeks / Persentase / Sertifikasi,99.14
METRIC-0452,Governance,Independensi Dewan Komisaris (Sub-452),Skor Indeks / Persentase / Sertifikasi,93.59
METRIC-0453,Environmental,Efisiensi Energi (Sub-453),Ton CO2e / M3 / MWh,86.28
METRIC-0454,Environmental,Intensitas Karbon (Sub-454),Ton CO2e / M3 / MWh,98.7
METRIC-0455,Governance,Sertifikasi Anti-Korupsi (Sub-455),Skor Indeks / Persentase / Sertifikasi,74.62
METRIC-0456,Environmental,Pengelolaan Limbah B3 (Sub-456),Ton CO2e / M3 / MWh,84.35
METRIC-0457,Social,Pelatihan Karyawan (Jam) (Sub-457),Persentase / Jam / Tingkat Kasus,86.13
METRIC-0458,Social,Rasio Kesetaraan Gender (Sub-458),Persentase / Jam / Tingkat Kasus,84.76
METRIC-0459,Environmental,Intensitas Karbon (Sub-459),Ton CO2e / M3 / MWh,94.07
METRIC-0460,Environmental,Intensitas Karbon (Sub-460),Ton CO2e / M3 / MWh,90.11
METRIC-0461,Environmental,Efisiensi Energi (Sub-461),Ton CO2e / M3 / MWh,73.8
METRIC-0462,Social,Hubungan Komunitas Lokal (Sub-462),Persentase / Jam / Tingkat Kasus,80.39
METRIC-0463,Environmental,Emisi GRK Scope 1 (Sub-463),Ton CO2e / M3 / MWh,80.17
METRIC-0464,Governance,Transparansi Pajak (Sub-464),Skor Indeks / Persentase / Sertifikasi,86.97
METRIC-0465,Environmental,Intensitas Karbon (Sub-465),Ton CO2e / M3 / MWh,78.74
METRIC-0466,Governance,Sertifikasi Anti-Korupsi (Sub-466),Skor Indeks / Persentase / Sertifikasi,73.52
METRIC-0467,Environmental,Pengelolaan Limbah B3 (Sub-467),Ton CO2e / M3 / MWh,89.61
METRIC-0468,Environmental,Pengelolaan Limbah B3 (Sub-468),Ton CO2e / M3 / MWh,95.53
METRIC-0469,Social,Rasio Kesetaraan Gender (Sub-469),Persentase / Jam / Tingkat Kasus,97.95
METRIC-0470,Governance,Audit Keamanan Siber (Sub-470),Skor Indeks / Persentase / Sertifikasi,99.18
METRIC-0471,Governance,Independensi Dewan Komisaris (Sub-471),Skor Indeks / Persentase / Sertifikasi,93.43
METRIC-0472,Governance,Transparansi Pajak (Sub-472),Skor Indeks / Persentase / Sertifikasi,74.19
METRIC-0473,Social,Tingkat Kecelakaan Kerja (Sub-473),Persentase / Jam / Tingkat Kasus,95.59
METRIC-0474,Governance,Transparansi Pajak (Sub-474),Skor Indeks / Persentase / Sertifikasi,82.0
METRIC-0475,Social,Hubungan Komunitas Lokal (Sub-475),Persentase / Jam / Tingkat Kasus,91.9
METRIC-0476,Environmental,Intensitas Karbon (Sub-476),Ton CO2e / M3 / MWh,85.94
METRIC-0477,Environmental,Emisi GRK Scope 1 (Sub-477),Ton CO2e / M3 / MWh,94.86
METRIC-0478,Governance,Independensi Dewan Komisaris (Sub-478),Skor Indeks / Persentase / Sertifikasi,82.77
METRIC-0479,Environmental,Konsumsi Air Bersih (Sub-479),Ton CO2e / M3 / MWh,71.85
METRIC-0480,Environmental,Intensitas Karbon (Sub-480),Ton CO2e / M3 / MWh,86.7
METRIC-0481,Governance,Audit Keamanan Siber (Sub-481),Skor Indeks / Persentase / Sertifikasi,75.14
METRIC-0482,Environmental,Efisiensi Energi (Sub-482),Ton CO2e / M3 / MWh,98.97
METRIC-0483,Governance,Audit Keamanan Siber (Sub-483),Skor Indeks / Persentase / Sertifikasi,85.81
METRIC-0484,Governance,Audit Keamanan Siber (Sub-484),Skor Indeks / Persentase / Sertifikasi,86.61
METRIC-0485,Environmental,Emisi GRK Scope 1 (Sub-485),Ton CO2e / M3 / MWh,97.22
METRIC-0486,Environmental,Intensitas Karbon (Sub-486),Ton CO2e / M3 / MWh,88.74
METRIC-0487,Environmental,Intensitas Karbon (Sub-487),Ton CO2e / M3 / MWh,79.08
METRIC-0488,Environmental,Emisi GRK Scope 1 (Sub-488),Ton CO2e / M3 / MWh,78.88
METRIC-0489,Environmental,Intensitas Karbon (Sub-489),Ton CO2e / M3 / MWh,85.05
METRIC-0490,Social,Rasio Kesetaraan Gender (Sub-490),Persentase / Jam / Tingkat Kasus,96.0
METRIC-0491,Environmental,Efisiensi Energi (Sub-491),Ton CO2e / M3 / MWh,93.84
METRIC-0492,Social,Hubungan Komunitas Lokal (Sub-492),Persentase / Jam / Tingkat Kasus,98.88
METRIC-0493,Governance,Independensi Dewan Komisaris (Sub-493),Skor Indeks / Persentase / Sertifikasi,72.16
METRIC-0494,Environmental,Emisi GRK Scope 1 (Sub-494),Ton CO2e / M3 / MWh,78.05
METRIC-0495,Environmental,Intensitas Karbon (Sub-495),Ton CO2e / M3 / MWh,72.41
